Publisher,CitationCount,RetractionNature
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
Spandidos,6,Retraction
Mattioli 1885,0,Retraction
Taylor and Francis,4,Retraction
Wiley,42,Retraction
Elsevier,30,Retraction
American Physiological Society,1,Retraction
Springer - Nature Publishing Group,46,Retraction
Springer,0,Retraction
Springer,0,Retraction
Springer,0,Retraction
Springer,0,Retraction
Springer,0,Retraction
Springer,0,Retraction
Springer,1,Retraction
Springer - Biomed Central (BMC),57,Retraction
Oxford Academic,7,Retraction
Oxford Academic,115,Retraction
Oxford Academic,35,Retraction
Springer - Biomed Central (BMC),19,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
Elsevier,0,Retraction
Elsevier,0,Retraction
Wiley,0,Retraction
Springer,2,Retraction
Royal Society of Chemistry (RSC),16,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
"Media Sfera Publishing House LLC, Yuri Vladimirovich Belov (Moscow) (ÐÐÐ ÐÐ·Ð´Ð°ÑÐµÐ»ÑÑÑÐ²Ð¾ ÐÐµÐ´Ð¸Ð° Ð¡ÑÐµÑÐ°, ÐÐµÐ»Ð¾Ð² Ð®ÑÐ¸Ð¹ ÐÐ»Ð°Ð´Ð¸Ð¼Ð¸ÑÐ¾Ð²Ð¸Ñ (ÐÐ¾ÑÐºÐ²Ð°))",0,Retraction
Wiley,19,Retraction
Spandidos,14,Retraction
American Physiological Society,0,Retraction
Elsevier,114,Retraction
Springer - Nature Publishing Group,239,Retraction
Oxford Academic,1,Retraction
Oxford Academic,177,Retraction
Oxford Academic,54,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
Oxford Academic,39,Retraction
Oxford Academic,26,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,3,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
Springer,64,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,2,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,2,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,2,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,4,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,2,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
Elsevier,288,Retraction
Elsevier,18,Retraction
Elsevier,70,Retraction
Society for Neuroscience,1,Retraction
Verduci Editore,3,Retraction
Elsevier,9,Retraction
Oxford Academic,44,Retraction
Portland Press,14,Retraction
Portland Press,8,Retraction
Portland Press,1,Retraction
Taylor and Francis,12,Retraction
Springer,2,Retraction
American Association for Cancer Research,219,Retraction
Verduci Editore,9,Retraction
Verduci Editore,7,Retraction
Verduci Editore,12,Retraction
Verduci Editore,8,Retraction
Verduci Editore,8,Retraction
Verduci Editore,0,Retraction
Verduci Editore,12,Retraction
Verduci Editore,7,Retraction
Verduci Editore,0,Retraction
Verduci Editore,9,Retraction
Verduci Editore,9,Retraction
Verduci Editore,11,Retraction
Verduci Editore,7,Retraction
Verduci Editore,5,Retraction
Verduci Editore,2,Retraction
Verduci Editore,3,Retraction
Verduci Editore,0,Retraction
Verduci Editore,3,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,3,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
Verduci Editore,3,Retraction
Verduci Editore,6,Retraction
Verduci Editore,2,Retraction
Verduci Editore,2,Retraction
Verduci Editore,5,Retraction
Verduci Editore,26,Retraction
Springer - Nature Publishing Group,52,Retraction
Elsevier,21,Retraction
Bentham Science Publishers,10,Retraction
Cellular Physiol Biochem Press,34,Retraction
Cellular Physiol Biochem Press,48,Retraction
Elsevier,12,Retraction
Elsevier,18,Retraction
Springer - Biomed Central (BMC),10,Retraction
Elsevier,9,Retraction
Taylor and Francis,21,Retraction
PLoS,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,2,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,2,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
PLoS,42,Retraction
SAGE Publications,8,Retraction
Taylor and Francis - Dove Press,0,Retraction
Spandidos,20,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,4,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
Wiley,86,Retraction
Elsevier,4,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,2,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
Wiley,6,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
Frontiers,14,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
Wiley,33,Retraction
Elsevier,132,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
Elsevier,35,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
Elsevier,111,Retraction
Elsevier,60,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
Spandidos,28,Retraction
Portland Press,5,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
Wiley,51,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
"Public Organization All-Russian Society of Neurologists, Public Organization Russian Society of Psychiatrists (Moscow) (ÐÐ±ÑÐµÑÑÐ²ÐµÐ½Ð½Ð°Ñ ÐÑÐ³Ð°Ð½Ð¸Ð·Ð°ÑÐ¸Ñ ÐÑÐµÑÐ¾ÑÑÐ¸Ð¹ÑÐºÐ¾Ðµ ÐÐ±ÑÐµÑÑÐ²Ð¾ ÐÐµÐ²ÑÐ¾Ð»Ð¾Ð³Ð¾Ð², ÐÐ±ÑÐµÑÑÐ²ÐµÐ½Ð½Ð°Ñ ÐÑÐ³Ð°Ð½Ð¸Ð·Ð°ÑÐ¸Ñ Ð Ð¾ÑÑÐ¸Ð¹ÑÐºÐ¾Ðµ ÐÐ±ÑÐµÑÑÐ²Ð¾ ÐÑÐ¸ÑÐ¸Ð°ÑÑÐ¾Ð² (ÐÐ¾ÑÐºÐ²Ð°))",2,Retraction
American Chemical Society (ACS),135,Retraction
Elsevier,91,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
American Medical Association,17,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
Springer - Biomed Central (BMC),93,Retraction
Elsevier,31,Retraction
Royal Society of Chemistry (RSC),3,Retraction
Royal Society of Chemistry (RSC),3,Retraction
Portland Press,16,Retraction
Portland Press,25,Retraction
Taylor and Francis,0,Retraction
Springer - Nature Publishing Group,13,Retraction
Springer,36,Retraction
Springer - Nature Publishing Group,3,Retraction
EDP Sciences,0,Retraction
Elsevier,1,Retraction
Portland Press,10,Retraction
Portland Press,13,Retraction
Springer - Nature Publishing Group,66,Retraction
Elsevier,20,Retraction
Taylor and Francis,12,Retraction
Oxford Academic,21,Retraction
AIP Publishing,4,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,2,Retraction
IEEE: Institute of Electrical and Electronics Engineers,2,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
Elsevier,63,Retraction
Elsevier,0,Retraction
Elsevier,45,Retraction
Elsevier - Cell Press,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
Elsevier,5,Retraction
Elsevier,0,Retraction
Wiley,0,Retraction
Springer,2,Retraction
Spandidos,80,Retraction
Spandidos,20,Retraction
Springer - Nature Publishing Group,62,Retraction
PAGEPress,2,Retraction
Royal Society of Chemistry (RSC),23,Retraction
Royal Society of Chemistry (RSC),21,Retraction
Elsevier,107,Retraction
Spandidos,21,Retraction
Wiley,35,Retraction
"Institute of Economics of the Ural Branch of the Russian Academy of Sciences, Ural Federal University named after the first President of Russia B.N. Yeltsin (Yekaterinburg) (ÐÐ½ÑÑÐ¸ÑÑÑ ÑÐºÐ¾Ð½Ð¾Ð¼Ð¸ÐºÐ¸ Ð£ÑÐ Ð ÐÐ, Ð£ÑÐ°Ð»ÑÑÐºÐ¸Ð¹ ÑÐµÐ´ÐµÑÐ°Ð»ÑÐ½ÑÐ¹ ÑÐ½Ð¸Ð²ÐµÑÑÐ¸ÑÐµÑ Ð¸Ð¼. Ð¿ÐµÑÐ²Ð¾Ð³Ð¾ ÐÑÐµÐ·Ð¸Ð´ÐµÐ½ÑÐ° Ð Ð¾ÑÑÐ¸Ð¸ Ð.Ð. ÐÐ»ÑÑÐ¸Ð½Ð° (ÐÐºÐ°ÑÐµÑÐ¸Ð½Ð±ÑÑÐ³))",4,Retraction
Portland Press,45,Retraction
Spandidos,64,Retraction
Spandidos,8,Retraction
Spandidos,6,Retraction
Royal Society of Chemistry (RSC),4,Retraction
Oxford Academic,16,Retraction
Elsevier,12,Retraction
Royal Society of Chemistry (RSC),4,Retraction
Portland Press,3,Retraction
Springer,12,Retraction
Frontiers,6,Retraction
Springer - Biomed Central (BMC),39,Retraction
Portland Press,46,Retraction
Portland Press,10,Retraction
PLoS,36,Retraction
Elsevier,13,Retraction
Royal Society of Chemistry (RSC),21,Retraction
Royal Society of Chemistry (RSC),32,Retraction
Royal Society of Chemistry (RSC),83,Retraction
European Respiratory Society,32,Retraction
Springer,3,Retraction
Springer,4,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,2,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,1,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
IEEE: Institute of Electrical and Electronics Engineers,0,Retraction
